"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","e14","e15","e16","v2507","v2508","v2509"
"10213",76370,"64",6,2,27,1,1,1,4,NA,2,5,NA,8,4519.83333333333,4000,3,2,1860,312,4000,2300,1,NA,NA,1,4,10
"10214",76370,"64",6,1,28,1,1,1,4,1,2,6,NA,8,4519.83333333333,4000,3,2,1860,312,4000,2300,1,NA,NA,1,4,10
"10215",76370,"64",6,1,60,1,1,1,4,NA,3,4,NA,8,4519.83333333333,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10216",76370,"64",6,2,57,1,1,1,4,NA,3,1,NA,8,4519.83333333333,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10217",76380,"64",4,2,43,1,1,1,4,NA,3,4,NA,8,2948.5,4000,3,2,1860,312,4000,2300,1,NA,NA,1,4,10
"10218",76380,"64",4,1,47,1,1,1,4,NA,3,5,NA,8,2948.5,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10219",76380,"64",4,1,20,2,1,1,4,1,2,6,NA,8,2948.5,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10220",76380,"64",4,1,17,2,1,1,4,1,2,5,NA,8,2948.5,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10221",76390,"64",2,2,52,1,1,1,4,NA,3,1,NA,7,5605,4000,3,2,1860,312,4000,2300,2,NA,NA,1,4,10
"10222",76400,"64",4,2,22,2,1,1,4,1,2,5,9,8,2313,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10223",76400,"64",4,1,25,2,1,1,4,1,2,5,9,8,2313,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10224",76400,"64",4,2,19,2,1,1,4,2,2,5,9,8,2313,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10225",76400,"64",4,2,42,3,1,1,4,2,2,4,6,8,2313,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10226",76410,"64",4,1,58,1,1,1,4,NA,2,4,6,4,6638.75,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10227",76410,"64",4,1,18,2,1,1,4,NA,2,6,12,4,6638.75,3500,3,2,4425,268,3500,1850,NA,NA,NA,1,4,15
"10228",76410,"64",4,2,55,1,1,1,4,NA,2,4,5,4,6638.75,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10229",76410,"64",4,1,21,2,1,1,4,1,2,5,9,4,6638.75,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10230",76420,"64",3,2,50,1,1,1,4,2,2,4,5,12,6196.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10231",76420,"64",3,1,23,2,1,1,4,1,3,4,5,12,6196.33333333333,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10232",76420,"64",3,1,59,1,1,1,4,1,2,4,5,12,6196.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10233",76430,"64",4,1,22,2,1,1,4,1,3,5,9,9,4556.75,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10234",76430,"64",4,2,48,1,1,1,4,2,3,4,6,9,4556.75,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10235",76430,"64",4,1,47,1,1,1,4,1,3,4,6,9,4556.75,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10236",76430,"64",4,1,16,2,1,1,4,1,3,5,9,9,4556.75,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10237",76440,"64",4,2,40,1,1,1,4,2,3,4,6,5,5898,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10238",76440,"64",4,1,39,1,1,1,4,1,3,4,6,5,5898,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10239",76450,"64",5,1,49,1,1,1,4,1,3,4,6,6,5489,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10240",76450,"64",5,1,19,2,1,1,4,2,2,11,13,6,5489,3500,3,2,4425,268,3500,1850,NA,NA,NA,1,4,15
"10241",76450,"64",5,2,43,1,1,1,4,2,3,4,6,6,5489,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10242",76450,"64",5,1,21,2,1,1,4,2,2,11,15,6,5489,3500,3,2,4425,268,3500,1850,NA,NA,NA,1,4,15
"10243",76460,"64",3,2,42,1,1,1,4,2,3,4,6,8,5986.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10244",76460,"64",3,1,23,2,1,1,4,2,3,5,9,8,5986.33333333333,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10245",76460,"64",3,1,48,1,1,1,4,1,3,4,6,8,5986.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10246",76470,"64",5,2,48,1,1,1,4,2,3,1,NA,6,3686.8,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10247",76470,"64",5,1,26,1,1,1,4,1,2,5,9,6,3686.8,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10248",76470,"64",5,1,55,1,1,1,4,1,3,1,NA,6,3686.8,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10249",76470,"64",5,2,23,1,1,1,4,2,2,6,12,6,3686.8,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10250",76480,"64",6,2,45,1,1,1,4,2,4,2,NA,10,2875.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10251",76480,"64",6,1,24,1,1,1,4,1,4,5,9,10,2875.33333333333,3500,3,2,4425,268,3500,1850,1,NA,NA,1,4,15
"10252",76480,"64",6,1,53,1,1,1,4,1,4,1,NA,10,2875.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10253",76480,"64",6,2,24,1,1,1,4,2,3,5,9,10,2875.33333333333,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10254",76480,"64",6,1,17,2,1,1,4,2,3,5,9,10,2875.33333333333,3500,3,2,4425,268,3500,1850,NA,NA,NA,1,4,15
"10255",76490,"64",4,2,25,1,1,1,4,NA,3,5,NA,7.3,3544.5,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10256",76490,"64",4,1,30,1,1,1,4,1,3,5,NA,7.3,3544.5,3500,3,2,4425,268,3500,1850,2,NA,NA,1,4,15
"10257",76500,"64",5,1,24,1,0,1,4,1,NA,5,9,14.5,2505.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10258",76500,"64",5,2,21,1,0,1,4,2,NA,5,9,14.5,2505.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10259",76500,"64",5,1,48,1,0,1,4,2,NA,2,1,14.5,2505.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10260",76500,"64",5,2,47,1,0,1,4,2,NA,2,1,14.5,2505.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10261",76510,"64",5,2,20,2,0,1,4,2,NA,5,9,7.3,4813.2,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10262",76510,"64",5,1,24,2,0,1,4,1,NA,5,9,7.3,4813.2,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10263",76510,"64",5,1,23,2,0,1,4,1,NA,5,9,7.3,4813.2,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10264",76510,"64",5,1,45,1,0,1,4,1,NA,4,6,7.3,4813.2,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10265",76510,"64",5,2,41,1,0,1,4,2,NA,4,6,7.3,4813.2,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10266",76520,"64",5,2,41,1,0,1,4,2,NA,4,6,8.2,1950,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10267",76520,"64",5,1,19,2,0,1,4,2,NA,6,11,8.2,1950,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10268",76520,"64",5,2,17,2,0,1,4,1,NA,5,9,8.2,1950,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10269",76520,"64",5,1,44,1,0,1,4,1,NA,4,6,8.2,1950,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10270",76530,"64",7,1,35,1,0,1,4,1,NA,5,NA,11.5,2493.85714285714,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10271",76530,"64",7,2,56,1,0,1,4,2,NA,1,NA,11.5,2493.85714285714,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10272",76530,"64",7,2,26,1,0,1,4,2,NA,5,NA,11.5,2493.85714285714,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10273",76530,"64",7,2,53,5,0,1,4,2,NA,1,NA,11.5,2493.85714285714,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10274",76540,"64",4,1,26,1,0,1,4,1,NA,6,12,11,3792.25,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10275",76540,"64",4,2,26,1,0,1,4,2,NA,6,12,11,3792.25,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10276",76540,"64",4,2,59,1,0,1,4,2,NA,1,NA,11,3792.25,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10277",76550,"64",5,2,16,2,0,1,4,2,NA,6,10,11,2862.8,3200,3,1,3990,342,3200,1900,NA,NA,NA,1,3,10
"10278",76550,"64",5,2,39,1,0,1,4,2,NA,4,6,11,2862.8,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10279",76550,"64",5,1,45,1,0,1,4,1,NA,4,6,11,2862.8,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10280",76560,"64",5,1,39,1,0,1,4,1,NA,5,9,9.5,3990.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10281",76560,"64",5,2,38,1,0,1,4,1,NA,5,9,9.5,3990.6,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10282",76560,"64",5,1,17,2,0,1,2,NA,NA,6,11,9.5,3990.6,3200,3,1,3990,342,3200,1900,NA,NA,NA,1,3,10
"10283",76570,"64",3,1,57,1,0,1,4,NA,4,1,NA,8.5,6906,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10284",76570,"64",3,2,50,1,0,1,4,NA,4,1,NA,8.5,6906,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10285",76570,"64",3,1,20,2,0,1,4,1,3,5,NA,8.5,6906,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10286",76580,"64",2,2,53,1,0,1,4,2,NA,NA,NA,5,3555,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10287",76590,"64",4,2,42,1,0,1,4,2,3,2,NA,7,3257.75,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10288",76590,"64",4,1,22,2,0,1,4,1,3,5,9,7,3257.75,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10289",76590,"64",4,1,49,1,0,1,4,1,4,2,NA,7,3257.75,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10290",76590,"64",4,2,20,2,0,1,4,2,3,6,11,7,3257.75,3200,3,1,3990,342,3200,1900,2,NA,NA,1,3,10
"10291",76600,"64",5,1,24,1,0,1,4,1,NA,5,9,8,1710.4,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10292",76600,"64",5,1,53,1,0,1,4,2,NA,2,1,8,1710.4,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10293",76600,"64",5,2,22,1,0,1,4,1,NA,5,9,8,1710.4,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10294",76600,"64",5,2,47,1,0,1,4,2,NA,4,6,8,1710.4,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10295",76610,"64",5,2,29,1,0,1,4,2,NA,6,12,7,2572.8,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10296",76610,"64",5,1,36,1,0,1,4,1,NA,5,9,7,2572.8,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10297",76620,"64",6,2,29,1,0,1,4,2,NA,6,9,8,1733.66666666667,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10298",76620,"64",6,1,29,1,0,1,4,1,NA,6,9,8,1733.66666666667,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10299",76620,"64",6,2,59,1,0,1,4,2,NA,1,NA,8,1733.66666666667,3700,3,1,1380,217,3700,1950,NA,NA,NA,1,4,40
"10300",76630,"64",6,2,31,1,0,1,4,2,NA,5,9,9.5,5164.5,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10301",76630,"64",6,1,38,1,0,1,4,2,NA,5,9,9.5,5164.5,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10302",76640,"64",5,2,38,1,0,1,4,2,NA,5,9,8.5,5965.2,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10303",76640,"64",5,1,16,2,0,1,2,2,NA,6,10,8.5,5965.2,3700,3,1,1380,217,3700,1950,NA,NA,NA,1,4,40
"10304",76640,"64",5,1,38,1,0,1,4,2,NA,5,9,8.5,5965.2,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10305",76650,"64",4,1,41,1,0,1,4,1,NA,6,12,8,3122,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10306",76650,"64",4,2,38,1,0,1,4,2,NA,6,12,8,3122,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10307",76650,"64",4,1,17,2,0,1,2,2,NA,6,10,8,3122,3700,3,1,1380,217,3700,1950,NA,NA,NA,1,4,40
"10308",76650,"64",4,1,18,2,0,1,2,2,NA,6,11,8,3122,3700,3,1,1380,217,3700,1950,NA,NA,NA,1,4,40
"10309",76660,"64",3,1,46,1,0,1,4,1,NA,4,6,8,6613.33333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10310",76660,"64",3,2,44,1,0,1,4,1,NA,5,9,8,6613.33333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10311",76670,"64",8,1,37,1,0,1,4,1,NA,2,1,9.6,2369.125,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10312",76670,"64",8,2,35,1,0,1,4,2,NA,2,1,9.6,2369.125,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10313",76680,"64",6,2,21,1,0,1,4,2,NA,5,9,7.5,2866.83333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10314",76680,"64",6,1,39,3,0,1,4,1,NA,4,6,7.5,2866.83333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10315",76680,"64",6,1,33,1,0,1,4,1,NA,6,12,7.5,2866.83333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10316",76680,"64",6,1,35,5,0,1,4,1,NA,4,6,7.5,2866.83333333333,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10317",76690,"64",4,1,37,1,0,1,4,1,NA,5,9,10.3,2874.75,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10318",76690,"64",4,2,37,1,0,1,4,1,NA,5,9,10.3,2874.75,3700,3,1,1380,217,3700,1950,2,NA,NA,1,4,40
"10319",76690,"64",4,1,17,2,0,1,4,2,NA,6,11,10.3,2874.75,3700,3,1,1380,217,3700,1950,NA,NA,NA,1,4,40
"10320",76700,"64",3,2,30,1,0,4,4,2,NA,5,9,3.5,6113,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10321",76700,"64",3,1,38,1,0,4,4,1,NA,5,9,3.5,6113,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10322",76710,"64",5,1,45,1,0,1,4,1,NA,4,6,3,5234,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10323",76710,"64",5,2,43,1,0,1,4,2,NA,5,9,3,5234,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10324",76720,"64",6,2,29,1,0,1,4,1,NA,6,12,3.1,2210.33333333333,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10325",76720,"64",6,1,34,1,0,1,4,1,NA,6,12,3.1,2210.33333333333,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10326",76730,"64",2,2,55,1,0,1,4,2,NA,2,1,4.2,2538,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10327",76730,"64",2,1,60,1,0,1,4,2,NA,1,NA,4.2,2538,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10328",76740,"64",6,1,47,1,0,1,4,1,NA,4,6,7.8,3461.66666666667,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10329",76740,"64",6,2,21,2,0,1,4,1,NA,5,9,7.8,3461.66666666667,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10330",76740,"64",6,2,16,2,0,1,4,2,NA,6,10,7.8,3461.66666666667,3800,3,1,1465,565,3800,2300,NA,NA,NA,1,3,10
"10331",76740,"64",6,2,43,1,0,1,4,2,NA,4,6,7.8,3461.66666666667,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10332",76740,"64",6,1,19,2,0,1,4,2,NA,6,12,7.8,3461.66666666667,3800,3,1,1465,565,3800,2300,NA,NA,NA,1,3,10
"10333",76750,"64",5,1,24,2,0,1,4,2,NA,5,9,4,4589.6,3800,3,1,1465,565,3800,2300,NA,NA,NA,1,3,10
"10334",76750,"64",5,1,28,2,0,1,4,1,NA,5,9,4,4589.6,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10335",76750,"64",5,1,51,1,0,1,4,1,NA,1,NA,4,4589.6,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10336",76750,"64",5,2,18,2,0,1,4,1,NA,5,9,4,4589.6,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10337",76750,"64",5,2,48,1,0,1,4,2,NA,4,6,4,4589.6,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10338",76760,"64",3,1,20,2,0,1,4,1,NA,5,9,5,7155,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10339",76760,"64",3,1,46,1,0,1,4,2,NA,5,9,5,7155,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10340",76760,"64",3,2,42,1,0,1,4,2,NA,5,9,5,7155,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10341",76770,"64",5,2,47,1,0,1,4,2,NA,1,NA,9.2,2628.8,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10342",76770,"64",5,2,19,2,0,1,4,2,NA,5,9,9.2,2628.8,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10343",76770,"64",5,1,51,1,0,1,4,2,NA,2,1,9.2,2628.8,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10344",76770,"64",5,1,17,2,0,1,4,1,NA,5,9,9.2,2628.8,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10345",76780,"64",7,2,42,1,0,1,4,2,NA,5,9,7,3437.57142857143,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10346",76780,"64",7,2,16,2,0,1,4,2,NA,6,10,7,3437.57142857143,3800,3,1,1465,565,3800,2300,NA,NA,NA,1,3,10
"10347",76780,"64",7,1,44,1,0,1,4,1,NA,5,9,7,3437.57142857143,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10348",76780,"64",7,2,18,2,0,1,4,1,NA,5,9,7,3437.57142857143,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10349",76790,"64",5,1,41,1,0,1,4,1,NA,4,6,4.2,2847.4,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10350",76790,"64",5,1,16,2,0,1,4,2,NA,6,10,4.2,2847.4,3800,3,1,1465,565,3800,2300,NA,NA,NA,1,3,10
"10351",76790,"64",5,2,37,1,0,1,4,2,NA,5,9,4.2,2847.4,3800,3,1,1465,565,3800,2300,2,NA,NA,1,3,10
"10352",76800,"64",4,1,16,2,0,1,4,1,NA,6,12,5.3,3836.25,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10353",76800,"64",4,1,47,1,0,1,4,1,NA,1,6,5.3,3836.25,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10354",76800,"64",4,2,44,1,0,1,4,1,NA,1,6,5.3,3836.25,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10355",76800,"64",4,1,18,2,0,1,4,2,NA,5,9,5.3,3836.25,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10356",76810,"64",3,2,53,1,0,1,4,2,NA,1,NA,9.5,7148.66666666667,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10357",76810,"64",3,1,55,1,0,1,4,1,NA,1,NA,9.5,7148.66666666667,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10358",76830,"64",7,2,20,2,0,1,4,NA,NA,5,9,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10359",76830,"64",7,2,22,2,0,1,4,1,NA,5,9,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10360",76830,"64",7,1,51,1,0,1,4,NA,NA,1,NA,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10361",76830,"64",7,2,46,1,0,1,4,NA,NA,4,6,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10362",76830,"64",7,2,26,1,0,1,4,1,NA,5,9,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10363",76830,"64",7,1,24,1,0,1,4,1,NA,5,9,12.5,4002.42857142857,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10364",76840,"64",6,1,33,1,0,1,4,2,NA,5,9,8.3,2889.66666666667,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10365",76840,"64",6,2,31,1,0,1,4,2,NA,5,9,8.3,2889.66666666667,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10366",76850,"64",6,2,33,1,0,1,4,2,NA,5,9,5.4,1813.83333333333,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10367",76850,"64",6,1,43,1,0,1,4,1,NA,5,9,5.4,1813.83333333333,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10368",76860,"64",4,2,41,1,0,1,4,2,NA,5,9,5,4215,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10369",76860,"64",4,1,19,2,0,1,2,2,NA,6,12,5,4215,3900,3,1,1590,265,3900,2400,NA,NA,NA,1,4,5
"10370",76860,"64",4,1,47,1,0,1,4,1,NA,5,9,5,4215,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10371",76860,"64",4,2,17,2,0,1,2,2,NA,6,11,5,4215,3900,3,1,1590,265,3900,2400,NA,NA,NA,1,4,5
"10372",76870,"64",5,1,29,1,0,1,4,1,NA,5,9,9,5052,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10373",76870,"64",5,2,48,1,0,1,4,2,NA,4,6,9,5052,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10374",76870,"64",5,2,19,1,0,1,4,1,NA,5,9,9,5052,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10375",76870,"64",5,1,53,1,0,1,4,2,NA,2,1,9,5052,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10376",76880,"64",4,2,17,2,0,1,2,2,NA,6,12,7.2,2240.75,3900,3,1,1590,265,3900,2400,NA,NA,NA,1,4,5
"10377",76880,"64",4,2,42,1,0,1,4,2,NA,5,9,7.2,2240.75,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10378",76880,"64",4,1,45,1,0,1,4,1,NA,5,9,7.2,2240.75,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10379",76890,"64",5,2,29,1,0,1,4,2,NA,5,9,5.4,1020.4,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10380",76890,"64",5,1,31,1,0,1,4,2,NA,5,9,5.4,1020.4,3900,3,1,1590,265,3900,2400,2,NA,NA,1,4,5
"10381",76900,"64",2,2,55,1,0,1,4,2,NA,1,NA,5.4,3118.5,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10382",76910,"64",6,1,19,2,0,1,2,NA,NA,6,11,4.5,5008.66666666667,4000,3,1,1290,351,4000,2400,NA,NA,NA,1,3,10
"10383",76910,"64",6,2,18,2,0,1,2,NA,NA,6,10,4.5,5008.66666666667,4000,3,1,1290,351,4000,2400,NA,NA,NA,1,3,10
"10384",76910,"64",6,1,45,1,0,1,1,2,NA,5,6,4.5,5008.66666666667,4000,3,1,1290,351,4000,2400,1,NA,NA,1,3,10
"10385",76910,"64",6,2,43,1,0,1,4,2,NA,4,4,4.5,5008.66666666667,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10386",76920,"64",5,1,38,1,0,1,4,1,NA,4,5,5.1,5326.6,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10387",76920,"64",5,2,33,1,0,1,4,2,NA,4,5,5.1,5326.6,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10388",76930,"64",7,2,29,1,0,1,4,NA,NA,4,4,12.7,3477,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10389",76930,"64",7,2,59,1,0,1,4,NA,NA,1,NA,12.7,3477,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10390",76930,"64",7,1,31,1,0,1,4,1,NA,4,4,12.7,3477,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10391",76940,"64",5,2,24,1,0,1,4,NA,NA,6,11,12,3597,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10392",76940,"64",5,1,29,1,0,1,4,1,NA,5,9,12,3597,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10393",76950,"64",2,2,43,1,0,1,4,2,NA,2,1,7,3958.5,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10394",76960,"64",6,2,36,1,0,1,4,2,NA,5,9,17.9,3011.16666666667,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10395",76960,"64",6,1,16,2,0,1,4,NA,NA,5,9,17.9,3011.16666666667,4000,3,1,1290,351,4000,2400,NA,NA,NA,1,3,10
"10396",76960,"64",6,1,42,1,0,1,4,2,NA,6,11,17.9,3011.16666666667,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10397",76970,"64",6,1,16,2,0,1,4,1,NA,5,9,6.8,3215,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10398",76970,"64",6,1,42,1,0,1,4,1,NA,4,5,6.8,3215,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10399",76970,"64",6,2,36,1,0,1,4,2,NA,4,4,6.8,3215,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
"10400",76980,"64",6,1,30,1,0,1,4,1,NA,4,5,11.7,2700.83333333333,4000,3,1,1290,351,4000,2400,2,NA,NA,1,3,10
